structureRecordId,groupStructureId,structureId,parentRecordId,name,nameNative,code,description,enrollableCategory,schoolType,photo,recordType,tags,statistic,countStructure,isPromoted,isFeatured,isPublic,isOpen,startDate,endDate,extra,createdAt,updatedAt,mpath,qty,phone,structurePath,schoolId,campusId,archiveStatus,status,share,responsibleBy
5e17e379-b00a-4c7d-81af-464d9d8d5f2d,8159031c-e448-45ab-9d17-6c8a23301146,21e6d136-3f73-4570-b08a-857297effdc4,,2- Hard Skills,2- ជំនាញរឹង,Hard Skills,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,f,t,,,[],2024-05-02 08:26:27.34608+00,2024-05-02 08:26:27.366249+00,"",,,5e17e379-b00a-4c7d-81af-464d9d8d5f2d,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,,
a573e150-5c09-4a7b-b88f-7ffbf2b7a42e,8159031c-e448-45ab-9d17-6c8a23301146,19808703-9a34-4fbe-8434-66621d9a2465,259a862b-eb43-4786-a443-6ef170e49fe4,Sala-digital event,Sala-digital event,Sala-digital event,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,2024-05-30 17:00:00+00,2024-06-01 16:59:59+00,[],2024-05-30 06:19:16.423225+00,2024-05-30 06:20:00.365148+00,"",,,259a862b-eb43-4786-a443-6ef170e49fe4#a573e150-5c09-4a7b-b88f-7ffbf2b7a42e,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,"{""token"": ""056af530bcde4f8fb805995ed640cd4e"", ""password"": null, ""expire_in"": null}",
3906cc84-e9ad-416e-b864-8c6397840005,8159031c-e448-45ab-9d17-6c8a23301146,19808703-9a34-4fbe-8434-66621d9a2465,ac38296f-1a41-45a1-8d8a-345e979913ef,Test3,Test3,Test3,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,2024-06-22 17:00:00+00,2024-06-24 16:59:59+00,[],2024-06-21 09:14:58.538698+00,2024-06-21 09:14:58.563012+00,"",,,ac38296f-1a41-45a1-8d8a-345e979913ef#3906cc84-e9ad-416e-b864-8c6397840005,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,,[]
c81d5978-7322-4530-af9c-acd9277f1a31,8159031c-e448-45ab-9d17-6c8a23301146,19808703-9a34-4fbe-8434-66621d9a2465,901fb398-0f8b-4cfb-a91b-1d0be0f714f8,final notification,final notification,final notification,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,2024-06-06 17:00:00+00,2024-06-07 16:59:59+00,[],2024-06-06 06:33:42.468035+00,2024-06-06 06:33:42.490889+00,"",,,901fb398-0f8b-4cfb-a91b-1d0be0f714f8#c81d5978-7322-4530-af9c-acd9277f1a31,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,,
8ed13e5c-74e5-483a-84a0-2bd429f9dac8,8159031c-e448-45ab-9d17-6c8a23301146,19808703-9a34-4fbe-8434-66621d9a2465,901fb398-0f8b-4cfb-a91b-1d0be0f714f8,Notification-testing,Notification-testing,Notificat,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,2024-06-06 17:00:00+00,2024-06-07 16:59:59+00,[],2024-06-06 04:37:52.550627+00,2024-06-06 07:18:31.555578+00,"",,,901fb398-0f8b-4cfb-a91b-1d0be0f714f8#8ed13e5c-74e5-483a-84a0-2bd429f9dac8,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,"{""token"": ""e7e0f02094b54a3688b0bccb0ac50a80"", ""password"": null, ""expire_in"": null}",
1fb77cdc-5a92-4c2f-b83e-d6916a9d50cd,8159031c-e448-45ab-9d17-6c8a23301146,19808703-9a34-4fbe-8434-66621d9a2465,259a862b-eb43-4786-a443-6ef170e49fe4,University Readiness Program,University Readiness Program,Program,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,2024-05-15 17:00:00+00,2024-05-16 16:59:59+00,"[{""key"": ""Time"", ""value"": ""2:00pm-4:00pm""}]",2024-05-09 17:51:42.118482+00,2024-06-06 07:29:37.549495+00,"",,,259a862b-eb43-4786-a443-6ef170e49fe4#1fb77cdc-5a92-4c2f-b83e-d6916a9d50cd,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,"{""token"": ""51108693c8e341c6b43fabc6cd84d4e9"", ""password"": null, ""expire_in"": null}",
ca2f1718-c4f0-435e-8f13-1e19b5c7edda,b6a00c1d-1dac-4606-b812-f05ba47a7a48,faec82a5-1439-4d07-a27d-0e46a6ababb7,,Sala jobs,Sala jobs,job,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,2024-06-19 17:00:00+00,2024-06-20 16:59:59+00,[],2024-06-20 08:42:34.503056+00,2024-06-20 08:42:34.535081+00,"",,,ca2f1718-c4f0-435e-8f13-1e19b5c7edda,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,,
ebba5ff1-849a-4033-ba66-ca7a5cfa0684,8159031c-e448-45ab-9d17-6c8a23301146,19808703-9a34-4fbe-8434-66621d9a2465,259a862b-eb43-4786-a443-6ef170e49fe4,notification,notification,notification,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,2024-05-30 17:00:00+00,2024-06-01 16:59:59+00,[],2024-05-30 06:42:26.732563+00,2024-05-30 06:42:26.754647+00,"",,,259a862b-eb43-4786-a443-6ef170e49fe4#ebba5ff1-849a-4033-ba66-ca7a5cfa0684,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,,
91c3a0db-59b9-4925-a156-90d34d5a0e0f,b6a00c1d-1dac-4606-b812-f05ba47a7a48,faec82a5-1439-4d07-a27d-0e46a6ababb7,,Test Company ,Test Company ,Test Company ,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,,,[],2024-06-27 08:25:54.539361+00,2024-06-27 08:25:54.556099+00,"",,,91c3a0db-59b9-4925-a156-90d34d5a0e0f,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,,[]
f5011fa0-5bff-4139-b3e0-fb4bcd12c7c1,8159031c-e448-45ab-9d17-6c8a23301146,21e6d136-3f73-4570-b08a-857297effdc4,,3- Networking,3- ការភ្ជាប់បណ្តាញទំនាក់ទំនង,Networking,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,f,t,,,[],2024-05-02 08:27:25.320872+00,2024-05-02 08:27:25.32881+00,"",,,f5011fa0-5bff-4139-b3e0-fb4bcd12c7c1,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,,
0e12f37d-411d-408e-ac42-263cd20e6826,8159031c-e448-45ab-9d17-6c8a23301146,19808703-9a34-4fbe-8434-66621d9a2465,901fb398-0f8b-4cfb-a91b-1d0be0f714f8,Techno event,Techno event,Techno event,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,2024-06-21 17:00:00+00,2024-06-22 16:59:59+00,[],2024-06-21 09:16:59.748361+00,2024-06-21 09:16:59.770813+00,"",,,901fb398-0f8b-4cfb-a91b-1d0be0f714f8#0e12f37d-411d-408e-ac42-263cd20e6826,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,,[]
a6c7f4a5-b562-446a-98b4-2b5473d50b28,0018e2f3-1a03-42cd-87f6-8d4289276ea1,312ea108-565c-409b-bae3-21dfdf216a6b,,ABA bank,ABA bank,ABA bank,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,,,[],2024-06-22 03:05:03.550638+00,2024-06-22 03:05:03.55728+00,"",,,a6c7f4a5-b562-446a-98b4-2b5473d50b28,0170ebdf-f7b9-4e6c-b803-2c1565677699,77813d4e-efd9-4015-9030-f221c7355ecc,0,progress,,[]
489d57a4-4934-4800-920e-083827d3221d,8159031c-e448-45ab-9d17-6c8a23301146,19808703-9a34-4fbe-8434-66621d9a2465,259a862b-eb43-4786-a443-6ef170e49fe4,Up skill program,Up skill program,other,"<p>One day left reminder!<br />
<br />
Upskill prgram is one day left!! Get ready? see you soon!</p>
",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,2024-05-10 17:00:00+00,2024-05-11 16:59:59+00,[],2024-05-10 06:33:19.471959+00,2024-06-06 07:23:22.322401+00,"",1,,259a862b-eb43-4786-a443-6ef170e49fe4#489d57a4-4934-4800-920e-083827d3221d,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,"{""token"": ""76f357f2db7a4dd48ae55173526a3e2e"", ""password"": null, ""expire_in"": null}",
8a4c6f41-c85c-4c7a-bda2-a832a75db475,8159031c-e448-45ab-9d17-6c8a23301146,19808703-9a34-4fbe-8434-66621d9a2465,901fb398-0f8b-4cfb-a91b-1d0be0f714f8,Sala job,Sala job,Sala job,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,2024-06-19 17:00:00+00,2024-06-21 16:59:59+00,[],2024-06-19 07:54:00.244992+00,2024-06-19 07:54:00.254623+00,"",,,901fb398-0f8b-4cfb-a91b-1d0be0f714f8#8a4c6f41-c85c-4c7a-bda2-a832a75db475,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,,
7b88553c-63e8-43fa-ac81-31771714e6fa,8159031c-e448-45ab-9d17-6c8a23301146,21e6d136-3f73-4570-b08a-857297effdc4,,4- Social Events,5- កម្មវិធីសង្គម,Social Events,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,f,t,,,[],2024-05-02 08:28:21.493259+00,2024-05-02 08:28:21.498276+00,"",,,7b88553c-63e8-43fa-ac81-31771714e6fa,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,,
e5b923d3-c952-4bf4-ba51-337e77910592,8159031c-e448-45ab-9d17-6c8a23301146,19808703-9a34-4fbe-8434-66621d9a2465,901fb398-0f8b-4cfb-a91b-1d0be0f714f8,Career Talk,Career Talk,Career Talk,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,2024-06-06 17:00:00+00,2024-06-07 16:59:59+00,[],2024-06-06 06:48:17.933406+00,2024-06-06 07:19:52.652133+00,"",,,901fb398-0f8b-4cfb-a91b-1d0be0f714f8#e5b923d3-c952-4bf4-ba51-337e77910592,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,"{""token"": ""c5de7c50143243feafdfd64c7edc9f29"", ""password"": null, ""expire_in"": null}",
7a70f340-9e8f-4085-993a-f24f9aeac2a7,b6a00c1d-1dac-4606-b812-f05ba47a7a48,faec82a5-1439-4d07-a27d-0e46a6ababb7,,Foodpanda,Foodpanda,Foodpanda,"",,,,,[],"{""countStudent"": 0, ""countSubject"": 0, ""countTeacher"": 0}",,f,f,t,t,,,[],2024-05-29 04:56:02.296142+00,2024-05-29 04:56:02.355536+00,"",,,7a70f340-9e8f-4085-993a-f24f9aeac2a7,0170ebdf-f7b9-4e6c-b803-2c1565677699,93446d8c-854b-4512-b1ec-3be394c66390,0,progress,,
